"Hex","Dec","InvDec","Symbol","Description"
"C019003B","-1072103365","3222863931","STATUS_TM_VOLATILE","The operation could not be completed because the transaction manager does not have a log."
"C019003C","-1072103364","3222863932","STATUS_ROLLBACK_TIMER_EXPIRED","A rollback could not be scheduled because a previously scheduled rollback has already executed or been queued for execution."
"C019003D","-1072103363","3222863933","STATUS_TXF_ATTRIBUTE_CORRUPT","The transactional metadata attribute on the file or directory %hs is corrupt and unreadable."
"C019003E","-1072103362","3222863934","STATUS_EFS_NOT_ALLOWED_IN_TRANSACTION","The encryption operation could not be completed because a transaction is active."
"C019003F","-1072103361","3222863935","STATUS_TRANSACTIONAL_OPEN_NOT_ALLOWED","This object is not allowed to be opened in a transaction."
"C0190040","-1072103360","3222863936","STATUS_TRANSACTED_MAPPING_UNSUPPORTED_REMOTE","Memory mapping (creating a mapped section) a remote file under a transaction is not supported."
"C0190043","-1072103357","3222863939","STATUS_TRANSACTION_REQUIRED_PROMOTION","Promotion was required to allow the resource manager to enlist, but the transaction was set to disallow it."
"C0190044","-1072103356","3222863940","STATUS_CANNOT_EXECUTE_FILE_IN_TRANSACTION","This file is open for modification in an unresolved transaction and can be opened for execute only by a transacted reader."
"C0190045","-1072103355","3222863941","STATUS_TRANSACTIONS_NOT_FROZEN","The request to thaw frozen transactions was ignored because transactions were not previously frozen."
"C0190046","-1072103354","3222863942","STATUS_TRANSACTION_FREEZE_IN_PROGRESS","Transactions cannot be frozen because a freeze is already in progress."
"C0190047","-1072103353","3222863943","STATUS_NOT_SNAPSHOT_VOLUME","The target volume is not a snapshot volume. This operation is valid only on a volume mounted as a snapshot."
"C0190048","-1072103352","3222863944","STATUS_NO_SAVEPOINT_WITH_OPEN_FILES","The savepoint operation failed because files are open on the transaction, which is not permitted."
"C0190049","-1072103351","3222863945","STATUS_SPARSE_NOT_ALLOWED_IN_TRANSACTION","The sparse operation could not be completed because a transaction is active on the file."
"C019004A","-1072103350","3222863946","STATUS_TM_IDENTITY_MISMATCH","The call to create a transaction manager object failed because the Tm Identity that is stored in the log file does not match the Tm Identity that was passed in as an argument."
"C019004B","-1072103349","3222863947","STATUS_FLOATED_SECTION","I/O was attempted on a section object that has been floated as a result of a transaction ending. There is no valid data."
"C019004C","-1072103348","3222863948","STATUS_CANNOT_ACCEPT_TRANSACTED_WORK","The transactional resource manager cannot currently accept transacted work due to a transient condition, such as low resources."
"C019004D","-1072103347","3222863949","STATUS_CANNOT_ABORT_TRANSACTIONS","The transactional resource manager had too many transactions outstanding that could not be aborted. The transactional resource manager has been shut down."
"C019004E","-1072103346","3222863950","STATUS_TRANSACTION_NOT_FOUND","The specified transaction was unable to be opened because it was not found."
"C019004F","-1072103345","3222863951","STATUS_RESOURCEMANAGER_NOT_FOUND","The specified resource manager was unable to be opened because it was not found."
"C0190050","-1072103344","3222863952","STATUS_ENLISTMENT_NOT_FOUND","The specified enlistment was unable to be opened because it was not found."
"C0190051","-1072103343","3222863953","STATUS_TRANSACTIONMANAGER_NOT_FOUND","The specified transaction manager was unable to be opened because it was not found."
"C0190052","-1072103342","3222863954","STATUS_TRANSACTIONMANAGER_NOT_ONLINE","The specified resource manager was unable to create an enlistment because its associated transaction manager is not online."
"C0190053","-1072103341","3222863955","STATUS_TRANSACTIONMANAGER_RECOVERY_NAME_COLLISION","The specified transaction manager was unable to create the objects contained in its log file in the Ob namespace. Therefore, the transaction manager was unable to recover."
"C0190054","-1072103340","3222863956","STATUS_TRANSACTION_NOT_ROOT","The call to create a superior enlistment on this transaction object could not be completed because the transaction object specified for the enlistment is a subordinate branch of the transaction. Only the root of the transaction can be enlisted as a superior."
"C0190055","-1072103339","3222863957","STATUS_TRANSACTION_OBJECT_EXPIRED","Because the associated transaction manager or resource manager has been closed, the handle is no longer valid."
"C0190056","-1072103338","3222863958","STATUS_COMPRESSION_NOT_ALLOWED_IN_TRANSACTION","The compression operation could not be completed because a transaction is active on the file."
"C0190057","-1072103337","3222863959","STATUS_TRANSACTION_RESPONSE_NOT_ENLISTED","The specified operation could not be performed on this superior enlistment because the enlistment was not created with the corresponding completion response in the NotificationMask."
"C0190058","-1072103336","3222863960","STATUS_TRANSACTION_RECORD_TOO_LONG","The specified operation could not be performed because the record to be logged was too long. This can occur because either there are too many enlistments on this transaction or the combined RecoveryInformation being logged on behalf of those enlistments is too long."
"C0190059","-1072103335","3222863961","STATUS_NO_LINK_TRACKING_IN_TRANSACTION","The link-tracking operation could not be completed because a transaction is active."
"C019005A","-1072103334","3222863962","STATUS_OPERATION_NOT_SUPPORTED_IN_TRANSACTION","This operation cannot be performed in a transaction."
"C019005B","-1072103333","3222863963","STATUS_TRANSACTION_INTEGRITY_VIOLATED","The kernel transaction manager had to abort or forget the transaction because it blocked forward progress."
"C0190060","-1072103328","3222863968","STATUS_EXPIRED_HANDLE","The handle is no longer properly associated with its transaction.  It might have been opened in a transactional resource manager that was subsequently forced to restart.  Please close the handle and open a new one."
"C0190061","-1072103327","3222863969","STATUS_TRANSACTION_NOT_ENLISTED","The specified operation could not be performed because the resource manager is not enlisted in the transaction."
"C01A0001","-1072037887","3222929409","STATUS_LOG_SECTOR_INVALID","The log service found an invalid log sector."
"C01A0002","-1072037886","3222929410","STATUS_LOG_SECTOR_PARITY_INVALID","The log service encountered a log sector with invalid block parity."
"C01A0003","-1072037885","3222929411","STATUS_LOG_SECTOR_REMAPPED","The log service encountered a remapped log sector."
"C01A0004","-1072037884","3222929412","STATUS_LOG_BLOCK_INCOMPLETE","The log service encountered a partial or incomplete log block."
"C01A0005","-1072037883","3222929413","STATUS_LOG_INVALID_RANGE","The log service encountered an attempt to access data outside the active log range."
"C01A0006","-1072037882","3222929414","STATUS_LOG_BLOCKS_EXHAUSTED","The log service user-log marshaling buffers are exhausted."
"C01A0007","-1072037881","3222929415","STATUS_LOG_READ_CONTEXT_INVALID","The log service encountered an attempt to read from a marshaling area with an invalid read context."
"C01A0008","-1072037880","3222929416","STATUS_LOG_RESTART_INVALID","The log service encountered an invalid log restart area."
"C01A0009","-1072037879","3222929417","STATUS_LOG_BLOCK_VERSION","The log service encountered an invalid log block version."
"C01A000A","-1072037878","3222929418","STATUS_LOG_BLOCK_INVALID","The log service encountered an invalid log block."
"C01A000B","-1072037877","3222929419","STATUS_LOG_READ_MODE_INVALID","The log service encountered an attempt to read the log with an invalid read mode."
"C01A000D","-1072037875","3222929421","STATUS_LOG_METADATA_CORRUPT","The log service encountered a corrupted metadata file."
"C01A000E","-1072037874","3222929422","STATUS_LOG_METADATA_INVALID","The log service encountered a metadata file that could not be created by the log file system."
"C01A000F","-1072037873","3222929423","STATUS_LOG_METADATA_INCONSISTENT","The log service encountered a metadata file with inconsistent data."
"C01A0010","-1072037872","3222929424","STATUS_LOG_RESERVATION_INVALID","The log service encountered an attempt to erroneously allocate or dispose reservation space."
"C01A0011","-1072037871","3222929425","STATUS_LOG_CANT_DELETE","The log service cannot delete the log file or the file system container."
"C01A0012","-1072037870","3222929426","STATUS_LOG_CONTAINER_LIMIT_EXCEEDED","The log service has reached the maximum allowable containers allocated to a log file."
"C01A0013","-1072037869","3222929427","STATUS_LOG_START_OF_LOG","The log service has attempted to read or write backward past the start of the log."
"C01A0014","-1072037868","3222929428","STATUS_LOG_POLICY_ALREADY_INSTALLED","The log policy could not be installed because a policy of the same type is already present."
"C01A0015","-1072037867","3222929429","STATUS_LOG_POLICY_NOT_INSTALLED","The log policy in question was not installed at the time of the request."
"C01A0016","-1072037866","3222929430","STATUS_LOG_POLICY_INVALID","The installed set of policies on the log is invalid."
"C01A0017","-1072037865","3222929431","STATUS_LOG_POLICY_CONFLICT","A policy on the log in question prevented the operation from completing."
"C01A0018","-1072037864","3222929432","STATUS_LOG_PINNED_ARCHIVE_TAIL","The log space cannot be reclaimed because the log is pinned by the archive tail."
"C01A0019","-1072037863","3222929433","STATUS_LOG_RECORD_NONEXISTENT","The log record is not a record in the log file."
"C01A001A","-1072037862","3222929434","STATUS_LOG_RECORDS_RESERVED_INVALID","The number of reserved log records or the adjustment of the number of reserved log records is invalid."
"C01A001B","-1072037861","3222929435","STATUS_LOG_SPACE_RESERVED_INVALID","The reserved log space or the adjustment of the log space is invalid."
"C01A001C","-1072037860","3222929436","STATUS_LOG_TAIL_INVALID","A new or existing archive tail or the base of the active log is invalid."
"C01A001D","-1072037859","3222929437","STATUS_LOG_FULL","The log space is exhausted."
"C01A001E","-1072037858","3222929438","STATUS_LOG_MULTIPLEXED","The log is multiplexed; no direct writes to the physical log are allowed."
"C01A001F","-1072037857","3222929439","STATUS_LOG_DEDICATED","The operation failed because the log is dedicated."
"C01A0020","-1072037856","3222929440","STATUS_LOG_ARCHIVE_NOT_IN_PROGRESS","The operation requires an archive context."
"C01A0021","-1072037855","3222929441","STATUS_LOG_ARCHIVE_IN_PROGRESS","Log archival is in progress."
"C01A0022","-1072037854","3222929442","STATUS_LOG_EPHEMERAL","The operation requires a nonephemeral log, but the log is ephemeral."
"C01A0023","-1072037853","3222929443","STATUS_LOG_NOT_ENOUGH_CONTAINERS","The log must have at least two containers before it can be read from or written to."
"C01A0024","-1072037852","3222929444","STATUS_LOG_CLIENT_ALREADY_REGISTERED","A log client has already registered on the stream."
"C01A0025","-1072037851","3222929445","STATUS_LOG_CLIENT_NOT_REGISTERED","A log client has not been registered on the stream."
"C01A0026","-1072037850","3222929446","STATUS_LOG_FULL_HANDLER_IN_PROGRESS","A request has already been made to handle the log full condition."
"C01A0027","-1072037849","3222929447","STATUS_LOG_CONTAINER_READ_FAILED","The log service encountered an error when attempting to read from a log container."
"C01A0028","-1072037848","3222929448","STATUS_LOG_CONTAINER_WRITE_FAILED","The log service encountered an error when attempting to write to a log container."
"C01A0029","-1072037847","3222929449","STATUS_LOG_CONTAINER_OPEN_FAILED","The log service encountered an error when attempting to open a log container."
"C01A002A","-1072037846","3222929450","STATUS_LOG_CONTAINER_STATE_INVALID","The log service encountered an invalid container state when attempting a requested action."
"C01A002B","-1072037845","3222929451","STATUS_LOG_STATE_INVALID","The log service is not in the correct state to perform a requested action."
"C01A002C","-1072037844","3222929452","STATUS_LOG_PINNED","The log space cannot be reclaimed because the log is pinned."
"C01A002D","-1072037843","3222929453","STATUS_LOG_METADATA_FLUSH_FAILED","The log metadata flush failed."
"C01A002E","-1072037842","3222929454","STATUS_LOG_INCONSISTENT_SECURITY","Security on the log and its containers is inconsistent."
"C01A002F","-1072037841","3222929455","STATUS_LOG_APPENDED_FLUSH_FAILED","Records were appended to the log or reservation changes were made, but the log could not be flushed."
"C01A0030","-1072037840","3222929456","STATUS_LOG_PINNED_RESERVATION","The log is pinned due to reservation consuming most of the log space. Free some reserved records to make space available."
